title,genres,release_date,vote_average,popularity,year
Muppets Most Wanted,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10751, ""name"": ""Family""}]",2014-03-20,6.2,14.808304,2014
Thunderbirds,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",2004-07-23,4.2,9.27875,2004
Burlesque,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2010-11-23,6.9,22.863516,2010
A Very Long Engagement,"[{""id"": 18, ""name"": ""Drama""}]",2004-10-26,7.1,23.05451,2004
Lolita,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1962-06-13,7.3,23.962109,1962
D-Tox,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2002-01-04,5.3,12.669778,2002
Blade II,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2002-03-22,6.2,67.169587,2002
Seven Pounds,"[{""id"": 18, ""name"": ""Drama""}]",2008-12-18,7.5,41.472404,2008
Bullet to the Head,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2013-01-31,5.2,22.503935,2013
The Godfather: Part III,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1990-12-24,7.1,59.194915,1990
Elizabethtown,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2005-10-06,6.1,22.894898,2005
"You, Me and Dupree","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2006-07-14,5.4,18.600367,2006
Superman II,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",1980-12-04,6.5,30.515175,1980
Gigli,"[{""id"": 18, ""name"": ""Drama""}]",2003-08-01,3.5,9.053456,2003
All the King's Men,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2006-09-10,5.7,7.768223,2006
Shaft,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2000-06-15,5.5,19.643365,2000
Anastasia,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",1997-11-20,7.4,45.565918,1997
Moulin Rouge!,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",2001-03-09,7.4,57.374341,2001
Domestic Disturbance,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2001-10-30,5.4,8.41856,2001
Black Mass,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2015-09-04,6.3,46.049902,2015
Flags of Our Fathers,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2006-10-18,6.7,23.9366,2006
Law Abiding Citizen,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2009-10-15,7.2,49.593978,2009
Grindhouse,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",2007-04-06,6.8,16.637642,2007
Beloved,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1998-10-16,5.9,1.453765,1998
Lucky You,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2007-05-01,5.4,6.162872,2007
Catch Me If You Can,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",2002-12-25,7.7,73.944049,2002
Zero Dark Thirty,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2012-12-19,6.7,38.306954,2012
The Break-Up,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",2006-06-01,5.6,26.251217,2006
Mamma Mia!,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2008-07-03,6.4,30.780599,2008
Valentine's Day,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2010-02-10,5.7,25.41929,2010
The Dukes of Hazzard,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",2005-08-05,5.1,15.98212,2005
The Thin Red Line,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",1998-12-25,7.2,40.072583,1998
The Change-Up,"[{""id"": 35, ""name"": ""Comedy""}]",2011-08-05,5.9,32.015477,2011
Man on the Moon,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1999-12-22,6.9,24.444186,1999
Casino,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",1995-11-22,7.8,40.06688,1995
From Paris with Love,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2010-02-05,6.1,27.916284,2010
Bulletproof Monk,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",2003-03-28,5.1,15.20707,2003
"Me, Myself & Irene","[{""id"": 35, ""name"": ""Comedy""}]",2000-06-22,6.1,39.001682,2000
Barnyard,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2006-08-04,5.3,10.430832,2006
Deck the Halls,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2006-11-22,5.1,5.952527,2006
The Twilight Saga: New Moon,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2009-03-15,5.6,94.815867,2009
Shrek,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",2001-05-16,7.3,67.298732,2001
The Adjustment Bureau,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",2011-03-03,6.5,26.60772,2011
Robin Hood: Prince of Thieves,"[{""id"": 12, ""name"": ""Adventure""}]",1991-06-14,6.6,28.803729,1991
Jerry Maguire,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1996-12-06,6.7,27.039636,1996
Ted,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",2012-06-29,6.3,68.87691,2012
As Good as It Gets,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1997-12-19,7.2,37.885022,1997
Patch Adams,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1998-12-25,7.0,35.537397,1998
Anchorman 2: The Legend Continues,"[{""id"": 35, ""name"": ""Comedy""}]",2013-12-18,6.0,38.125008,2013
Mr. Deeds,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2002-06-28,5.6,18.121404,2002
Super 8,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",2011-06-08,6.6,37.069253,2011
Erin Brockovich,"[{""id"": 18, ""name"": ""Drama""}]",2000-03-17,7.1,30.347332,2000
How to Lose a Guy in 10 Days,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2003-02-07,6.3,23.854701,2003
22 Jump Street,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}]",2014-06-05,7.0,52.380982,2014
Interview with the Vampire,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 10749, ""name"": ""Romance""}]",1994-11-11,7.2,50.163785,1994
Yes Man,"[{""id"": 35, ""name"": ""Comedy""}]",2008-12-09,6.4,43.849351,2008
Central Intelligence,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",2016-06-15,6.2,45.318703,2016
Stepmom,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1998-12-25,6.9,16.368283,1998
Daddy's Home,"[{""id"": 35, ""name"": ""Comedy""}]",2015-12-25,5.8,38.616744,2015
Into the Woods,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",2014-12-25,5.6,65.90161,2014
Inside Man,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2006-03-23,7.3,45.220386,2006
Payback,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",1999-02-05,6.7,17.457947,1999
Congo,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1995-06-09,5.0,10.755847,1995
We Bought a Zoo,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2011-12-22,6.5,38.629763,2011
Knowing,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2009-03-19,5.9,32.693093,2009
Failure to Launch,"[{""id"": 35, ""name"": ""Comedy""}]",2006-03-10,5.5,18.806031,2006
The Ring Two,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2005-03-17,5.4,32.233713,2005
"Crazy, Stupid, Love.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2011-07-29,7.0,37.990705,2011
Garfield,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2004-06-10,5.2,17.667826,2004
Christmas with the Kranks,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2004-11-24,5.2,9.225166,2004
Moneyball,"[{""id"": 18, ""name"": ""Drama""}]",2011-09-22,7.0,46.180421,2011
Outbreak,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1995-03-10,6.3,30.397496,1995
Non-Stop,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",2014-01-26,6.8,83.295796,2014
Race to Witch Mountain,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",2009-03-12,5.5,23.935053,2009
V for Vendetta,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}]",2006-03-15,7.7,84.630969,2006
Shanghai Knights,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}]",2003-02-06,6.0,16.251204,2003
Curious George,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2006-02-10,6.2,9.894346,2006
Herbie Fully Loaded,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",2005-06-22,5.1,12.050755,2005
Don't Say a Word,"[{""id"": 53, ""name"": ""Thriller""}]",2001-09-28,6.0,11.596207,2001
Hansel & Gretel: Witch Hunters,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",2013-01-17,5.7,53.02787,2013
Unfaithful,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",2002-05-10,6.3,14.382253,2002
I Am Number Four,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",2011-02-18,5.9,43.450266,2011
Syriana,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2005-11-23,6.3,16.871194,2005
13 Hours: The Secret Soldiers of Benghazi,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",2016-01-13,7.0,42.526529,2016
The Book of Life,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",2014-10-01,7.3,34.890999,2014
Firewall,"[{""id"": 53, ""name"": ""Thriller""}]",2006-02-10,5.6,18.186026,2006
Absolute Power,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1997-02-14,6.4,13.576765,1997
G.I. Jane,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",1997-08-22,6.0,19.434672,1997
The Game,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",1997-09-12,7.5,62.925175,1997
Silent Hill,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",2006-04-21,6.3,32.927994,2006
The Replacements,"[{""id"": 35, ""name"": ""Comedy""}]",2000-08-07,6.1,14.837288,2000
American Reunion,"[{""id"": 35, ""name"": ""Comedy""}]",2012-04-04,6.1,39.920035,2012
The Negotiator,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1998-07-29,6.8,28.725621,1998
Into the Storm,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2014-08-06,5.8,20.566554,2014
Beverly Hills Cop III,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",1994-05-24,5.5,20.333953,1994
Gremlins 2: The New Batch,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 14, ""name"": ""Fantasy""}]",1990-06-15,6.2,33.98637,1990
The Judge,"[{""id"": 18, ""name"": ""Drama""}]",2014-10-08,7.2,42.472324,2014
The Peacemaker,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1997-09-26,5.8,15.931084,1997
Resident Evil: Apocalypse,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2004-09-10,6.1,29.880122,2004
Bridget Jones: The Edge of Reason,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2004-11-10,6.1,28.803802,2004
Out of Time,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2003-10-03,6.1,14.993459,2003
On Deadly Ground,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1994-02-18,4.5,9.114168,1994
The Adventures of Sharkboy and Lavagirl,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",2005-06-10,4.4,12.31101,2005
The Beach,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",2000-02-11,6.3,41.362082,2000
Raising Helen,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2004-05-27,5.9,13.298205,2004
Ninja Assassin,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2009-09-29,6.2,19.085403,2009
For Love of the Game,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1999-09-17,6.3,9.622345,1999
Striptease,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",1996-06-28,4.4,11.106006,1996
Marmaduke,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",2010-06-04,5.0,12.25622,2010
Hereafter,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",2010-10-15,5.8,13.365715,2010
Murder by Numbers,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2002-04-19,6.0,16.167093,2002
Assassins,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",1995-10-06,6.0,23.073933,1995
Hannibal Rising,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2007-02-06,6.0,6.567065,2007
The Story of Us,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1999-10-13,5.9,6.22577,1999
The Host,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2013-03-22,6.0,42.933027,2013
Basic,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2003-04-18,6.2,19.226763,2003
Blood Work,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2002-08-04,6.1,10.089065,2002
The International,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2009-02-03,6.0,13.391833,2009
Escape from L.A.,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1996-08-09,5.6,21.637234,1996
The Iron Giant,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",1999-08-06,7.6,61.245957,1999
The Life Aquatic with Steve Zissou,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2004-12-10,7.1,25.237969,2004
Free State of Jones,"[{""id"": 10752, ""name"": ""War""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",2016-06-24,6.6,21.589393,2016
The Life of David Gale,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2003-02-21,7.3,22.442241,2003
Man of the House,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}]",2005-02-25,5.4,6.004422,2005
Run All Night,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2015-03-11,6.3,74.64653,2015
Eastern Promises,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",2007-09-14,7.2,35.481169,2007
Into the Blue,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]",2005-09-30,5.8,14.723467,2005
The Messenger: The Story of Joan of Arc,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",1999-10-18,6.2,21.084542,1999
Your Highness,"[{""id"": 35, ""name"": ""Comedy""}]",2011-04-08,5.2,21.408222,2011
Dream House,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",2011-09-30,5.8,19.267479,2011
Mad City,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1997-11-07,5.9,3.314004,1997
Baby's Day Out,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1994-07-01,5.8,21.312186,1994
The Scarlet Letter,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",1995-10-13,5.5,7.44268,1995
Fair Game,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2010-05-20,6.5,12.54949,2010
Domino,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",2005-09-22,6.0,18.394571,2005
Jade,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",1995-10-13,5.2,8.189406,1995
Gamer,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",2009-09-03,5.6,27.631262,2009
